,Date,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18,FEIcm19,Inverse of FEIcm2,Inverse of FEIcm3,Inverse of FEIcm4,Inverse of FEIcm5,Inverse of FEIcm6,Inverse of FEIcm7,Inverse of FEIcm8,Inverse of FEIcm9,Inverse of FEIcm10,Inverse of FEIcm11,Inverse of FEIcm12,Inverse of FEIcm13,Inverse of FEIcm14,Inverse of FEIcm15,Inverse of FEIcm16,Inverse of FEIcm17,Inverse of FEIcm18,Inverse of FEIcm19
55,2023-03-202023-03-212023-03-22,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.09000000000000001,0.08,0.08,0.11,0.09000000000000001,0.0,0.43000000000000005,0.38,0.31,0.31000000000000005,0.28,0.08,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2023-03-212023-03-222023-03-23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.09,0.08,0.09,0.08,0.0,0.36,0.42000000000000004,0.35,0.31,0.27,0.1,0.1,0.07,0.09000000000000001,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2023-03-222023-03-232023-03-24,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.11,0.09,0.09,0.08,0.0,0.36,0.4600000000000001,0.38,0.32,0.25,0.09000000000000001,0.08,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2023-03-232023-03-242023-03-27,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.11,0.13,0.1,0.09,0.09,0.0,0.38,0.5,0.39,0.31,0.23,0.07,0.07,0.05,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2023-03-242023-03-272023-03-28,0.32999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09000000000000001,0.11,0.12,0.1,0.09,0.09,0.0,0.36,0.51,0.39,0.29000000000000004,0.22000000000000003,0.06,0.07,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2023-03-272023-03-282023-03-29,0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.1,0.09,0.09,0.09,0.0,0.29000000000000004,0.49,0.39,0.28,0.21000000000000002,0.07,0.09,0.06,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2023-03-282023-03-292023-03-30,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.08,0.08,0.08,0.08,0.0,0.22000000000000003,0.44,0.38,0.29000000000000004,0.22000000000000003,0.1,0.12000000000000001,0.07,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2023-03-292023-03-302023-03-31,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.07,0.07,0.08,0.07,0.0,0.17,0.41000000000000003,0.37,0.31,0.23000000000000004,0.13,0.14,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2023-03-302023-03-312023-04-03,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.06,0.06,0.08,0.06,0.0,0.16,0.39,0.37,0.33,0.23,0.14,0.15000000000000002,0.09,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2023-03-312023-04-032023-04-04,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.08,0.07,0.07,0.09,0.07,0.0,0.16999999999999998,0.38,0.39,0.35,0.24000000000000002,0.14,0.14,0.08,0.07,0.060000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2023-04-032023-04-042023-04-05,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.07,0.09,0.08,0.08,0.1,0.08,0.0,0.19,0.4,0.43000000000000005,0.37,0.25,0.12,0.11,0.05,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2023-04-042023-04-052023-04-06,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.09,0.09,0.1,0.09,0.1,0.09,0.0,0.21000000000000002,0.41000000000000003,0.45000000000000007,0.38,0.27,0.11,0.06999999999999999,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2023-04-052023-04-062023-04-11,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.06999999999999999,0.09000000000000001,0.09,0.1,0.09,0.1,0.09,0.0,0.21000000000000002,0.43000000000000005,0.45,0.38,0.26,0.09,0.06,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2023-04-062023-04-112023-04-12,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.09,0.1,0.08,0.09,0.09,0.0,0.19,0.42000000000000004,0.45000000000000007,0.38,0.24,0.09,0.07,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2023-04-112023-04-122023-04-13,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.08,0.09,0.07,0.09,0.09,0.0,0.16999999999999998,0.43000000000000005,0.44000000000000006,0.37,0.23000000000000004,0.1,0.09,0.06,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2023-04-122023-04-132023-04-14,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.07,0.08,0.06,0.09,0.08,0.0,0.16,0.43000000000000005,0.45000000000000007,0.37,0.23000000000000004,0.11000000000000001,0.09,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2023-04-132023-04-142023-04-17,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.06,0.07,0.06,0.09,0.08,0.0,0.16,0.43000000000000005,0.44000000000000006,0.37,0.24,0.12,0.1,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2023-04-142023-04-172023-04-18,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.06,0.06,0.08,0.07,0.0,0.14,0.41000000000000003,0.44999999999999996,0.38,0.25,0.13,0.11000000000000001,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2023-04-172023-04-182023-04-19,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.05,0.06,0.07,0.07,0.0,0.12,0.39,0.44999999999999996,0.39,0.26,0.14,0.12,0.08,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2023-04-182023-04-192023-04-20,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.04,0.06,0.06,0.06,0.0,0.11000000000000001,0.37,0.45999999999999996,0.39,0.26,0.15000000000000002,0.12,0.09,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2023-04-192023-04-202023-04-21,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.04,0.05,0.06,0.06,0.0,0.11000000000000001,0.37,0.47,0.39,0.26,0.15000000000000002,0.12,0.09,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2023-04-202023-04-212023-04-24,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.04,0.05,0.06,0.06,0.0,0.12,0.38,0.48,0.39,0.26,0.15000000000000002,0.12,0.09,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2023-04-212023-04-242023-04-25,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.06,0.05,0.05,0.06,0.06,0.0,0.14,0.4,0.47,0.4,0.27,0.15000000000000002,0.12,0.09,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2023-04-242023-04-252023-04-26,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.05,0.06,0.06,0.06,0.0,0.17,0.41000000000000003,0.47,0.41000000000000003,0.27,0.15000000000000002,0.11,0.08,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2023-04-252023-04-262023-04-27,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.0,0.18,0.41000000000000003,0.47,0.42000000000000004,0.27,0.15000000000000002,0.11000000000000001,0.08,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2023-04-262023-04-272023-04-28,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.06,0.06,0.06,0.0,0.18,0.4,0.48,0.42000000000000004,0.27,0.15000000000000002,0.11000000000000001,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2023-04-272023-04-282023-05-02,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.06,0.06,0.06,0.0,0.16999999999999998,0.4,0.49,0.43000000000000005,0.28,0.15000000000000002,0.11,0.07,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2023-04-282023-05-022023-05-03,0.45999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.06,0.06,0.06,0.06,0.0,0.19,0.42000000000000004,0.5,0.44000000000000006,0.29000000000000004,0.15000000000000002,0.1,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2023-05-022023-05-032023-05-04,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.06,0.06,0.07,0.07,0.06,0.0,0.2,0.43000000000000005,0.51,0.44999999999999996,0.30000000000000004,0.15000000000000002,0.08,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2023-05-032023-05-042023-05-05,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.0,0.21000000000000002,0.44000000000000006,0.51,0.44999999999999996,0.29000000000000004,0.14,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2023-05-042023-05-052023-05-08,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.08,0.07,0.08,0.08,0.07,0.0,0.21000000000000002,0.43000000000000005,0.51,0.44,0.28,0.13,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2023-05-052023-05-082023-05-09,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.08,0.07,0.08,0.08,0.08,0.0,0.21000000000000002,0.44000000000000006,0.51,0.43000000000000005,0.27,0.12,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2023-05-082023-05-092023-05-10,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.08,0.06,0.08,0.09,0.07,0.0,0.22000000000000003,0.44000000000000006,0.51,0.43000000000000005,0.27,0.12,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2023-05-092023-05-102023-05-11,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.07,0.06,0.07,0.08,0.07,0.0,0.23000000000000004,0.45999999999999996,0.51,0.44000000000000006,0.27,0.12,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2023-05-102023-05-112023-05-12,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.0,0.24,0.47,0.51,0.44,0.27,0.12,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2023-05-112023-05-122023-05-15,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.0,0.24,0.47,0.5,0.43000000000000005,0.27,0.12,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2023-05-122023-05-152023-05-16,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.08,0.06,0.07,0.06,0.0,0.23,0.45,0.49,0.42000000000000004,0.27,0.13,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2023-05-152023-05-162023-05-17,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.06,0.08,0.06,0.07,0.06,0.0,0.21000000000000002,0.43000000000000005,0.48,0.42000000000000004,0.28,0.15,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2023-05-162023-05-172023-05-18,0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.06,0.07,0.06,0.07,0.06,0.0,0.18,0.41000000000000003,0.48,0.42000000000000004,0.29000000000000004,0.16,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2023-05-172023-05-182023-05-19,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.06,0.06,0.06,0.0,0.16,0.4,0.48,0.42000000000000004,0.29000000000000004,0.16,0.1,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2023-05-182023-05-192023-05-22,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,0.06,0.06,0.06,0.0,0.15000000000000002,0.39,0.48,0.42000000000000004,0.28,0.15000000000000002,0.11000000000000001,0.07,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2023-05-192023-05-222023-05-23,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.06,0.06,0.06,0.0,0.15000000000000002,0.38,0.47,0.41000000000000003,0.27,0.15000000000000002,0.12,0.08,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2023-05-222023-05-232023-05-24,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.06,0.06,0.06,0.0,0.14,0.37,0.47,0.41000000000000003,0.28,0.16,0.12,0.08,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2023-05-232023-05-242023-05-25,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.05,0.05,0.06,0.06,0.0,0.11,0.35,0.45,0.41000000000000003,0.29000000000000004,0.16999999999999998,0.13,0.08,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2023-05-242023-05-252023-05-26,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.04,0.04,0.06,0.06,0.0,0.06999999999999999,0.32999999999999996,0.44000000000000006,0.41000000000000003,0.30000000000000004,0.18,0.14,0.09,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2023-05-252023-05-262023-05-29,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.04,0.06,0.06,0.0,0.04,0.31000000000000005,0.43000000000000005,0.41000000000000003,0.30000000000000004,0.18,0.15000000000000002,0.11000000000000001,0.08,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
101,2023-05-262023-05-292023-05-30,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.05,0.06,0.06,0.0,0.05,0.33,0.45000000000000007,0.42000000000000004,0.30000000000000004,0.18,0.14,0.11,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
102,2023-05-292023-05-302023-05-31,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.06,0.06,0.06,0.0,0.09,0.37,0.47,0.44000000000000006,0.30000000000000004,0.16999999999999998,0.12,0.09000000000000001,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
103,2023-05-302023-05-312023-06-01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.06,0.06,0.0,0.14,0.41000000000000003,0.48,0.44,0.29000000000000004,0.16,0.11000000000000001,0.08,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
104,2023-05-312023-06-012023-06-02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.06,0.06,0.0,0.15,0.4,0.47,0.43000000000000005,0.29000000000000004,0.15000000000000002,0.11000000000000001,0.08,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0
105,2023-06-012023-06-022023-06-05,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.06,0.06,0.06,0.0,0.13,0.38,0.45999999999999996,0.42000000000000004,0.28,0.16,0.13,0.1,0.08,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0
106,2023-06-022023-06-052023-06-06,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.06,0.0,0.11000000000000001,0.36,0.44999999999999996,0.42000000000000004,0.29000000000000004,0.16999999999999998,0.13,0.11000000000000001,0.09,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
107,2023-06-052023-06-062023-06-07,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.06,0.06,0.0,0.09000000000000001,0.35,0.44,0.42000000000000004,0.29000000000000004,0.18,0.14,0.12,0.09,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0
108,2023-06-062023-06-072023-06-08,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.06,0.05,0.0,0.09,0.33999999999999997,0.44000000000000006,0.42000000000000004,0.30000000000000004,0.18,0.14,0.12,0.09,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0
109,2023-06-072023-06-082023-06-09,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.06,0.04,0.0,0.09,0.33,0.43000000000000005,0.41000000000000003,0.30000000000000004,0.18,0.15000000000000002,0.12,0.09,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0
110,2023-06-082023-06-092023-06-12,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.04,0.0,0.1,0.32,0.43000000000000005,0.41000000000000003,0.30000000000000004,0.18,0.15000000000000002,0.12,0.09,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0
111,2023-06-092023-06-122023-06-13,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.05,0.0,0.09000000000000001,0.30000000000000004,0.41000000000000003,0.4,0.31,0.18,0.15000000000000002,0.12,0.1,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.0
