,Date,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18,FEIcm19,Inverse of FEIcm2,Inverse of FEIcm3,Inverse of FEIcm4,Inverse of FEIcm5,Inverse of FEIcm6,Inverse of FEIcm7,Inverse of FEIcm8,Inverse of FEIcm9,Inverse of FEIcm10,Inverse of FEIcm11,Inverse of FEIcm12,Inverse of FEIcm13,Inverse of FEIcm14,Inverse of FEIcm15,Inverse of FEIcm16,Inverse of FEIcm17,Inverse of FEIcm18,Inverse of FEIcm19
112,2023-06-122023-06-132023-06-14,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.04,0.05,0.0,0.060000000000000005,0.27,0.39,0.4,0.31000000000000005,0.19,0.16,0.13,0.11000000000000001,0.1,0.05,0.02,0.01,0.0,0.0,0.0,0.0
113,2023-06-132023-06-142023-06-15,0.6699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.04,0.0,0.04,0.24,0.36,0.37,0.30000000000000004,0.2,0.18,0.15,0.13,0.12000000000000001,0.07,0.04,0.02,0.0,0.0,0.0,0.0
114,2023-06-142023-06-152023-06-16,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.0,0.02,0.22000000000000003,0.33999999999999997,0.35,0.28,0.2,0.19,0.16999999999999998,0.14,0.14,0.08,0.05,0.03,0.0,0.0,0.0,0.0
115,2023-06-152023-06-162023-06-19,0.78,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.01,0.2,0.33,0.33,0.27,0.19,0.19,0.16999999999999998,0.14,0.14,0.09,0.05,0.03,0.0,0.0,0.0,0.0
116,2023-06-162023-06-192023-06-20,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.22,0.37,0.37,0.31,0.21,0.2,0.18,0.15,0.14,0.1,0.06,0.03,0.0,0.0,0.0,0.0,0.0
117,2023-06-192023-06-202023-06-21,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.24,0.42000000000000004,0.42000000000000004,0.35,0.22999999999999998,0.21000000000000002,0.18,0.16,0.13,0.11000000000000001,0.06,0.03,0.01,0.0,0.0,0.0,0.0
118,2023-06-202023-06-212023-06-22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.0,0.24,0.45,0.45999999999999996,0.39,0.26,0.24000000000000002,0.2,0.18,0.14,0.12,0.07,0.04,0.02,0.0,0.0,0.0,0.0
119,2023-06-212023-06-222023-06-23,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.22,0.44000000000000006,0.47,0.4,0.27,0.24,0.2,0.18,0.14,0.12,0.06,0.05,0.02,0.0,0.0,0.0,0.0
120,2023-06-222023-06-232023-06-26,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.2,0.42000000000000004,0.47,0.41000000000000003,0.29000000000000004,0.25,0.21000000000000002,0.18,0.15000000000000002,0.12,0.07,0.05,0.01,0.0,0.0,0.0,0.0
121,2023-06-232023-06-262023-06-27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.18000000000000002,0.39,0.46,0.42000000000000004,0.30000000000000004,0.25,0.21000000000000002,0.18,0.16,0.12,0.08,0.05,0.01,0.0,0.0,0.0,0.0
122,2023-06-262023-06-272023-06-28,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.15000000000000002,0.36,0.44000000000000006,0.42000000000000004,0.30000000000000004,0.26,0.21000000000000002,0.18,0.16,0.13,0.09,0.05,0.02,0.0,0.0,0.0,0.0
123,2023-06-272023-06-282023-06-29,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.1,0.32,0.41000000000000003,0.42000000000000004,0.31,0.27,0.22000000000000003,0.19,0.16999999999999998,0.14,0.09,0.06,0.03,0.01,0.0,0.0,0.0
124,2023-06-282023-06-292023-06-30,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.06999999999999999,0.30000000000000004,0.4,0.42000000000000004,0.32,0.27,0.23000000000000004,0.19,0.16999999999999998,0.15000000000000002,0.1,0.07,0.04,0.02,0.0,0.0,0.0
125,2023-06-292023-06-302023-07-03,0.24000000000000002,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.27,0.38,0.42000000000000004,0.33,0.27,0.23,0.2,0.18,0.15000000000000002,0.11000000000000001,0.08,0.05,0.03,0.0,0.0,0.0
126,2023-06-302023-07-032023-07-04,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.27,0.37,0.42000000000000004,0.33,0.27,0.22000000000000003,0.19,0.18,0.15000000000000002,0.12,0.09,0.06,0.03,0.0,0.0,0.0
127,2023-07-032023-07-042023-07-05,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.01,0.28,0.37,0.42000000000000004,0.33,0.27,0.21000000000000002,0.19,0.16999999999999998,0.15000000000000002,0.12,0.08,0.05,0.02,0.0,0.0,0.0
128,2023-07-042023-07-052023-07-06,0.31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.01,0.28,0.37,0.41000000000000003,0.33,0.27,0.21000000000000002,0.18,0.16,0.15000000000000002,0.11,0.07,0.04,0.01,0.0,0.0,0.0
129,2023-07-052023-07-062023-07-07,0.33999999999999997,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.02,0.0,0.01,0.28,0.39,0.41000000000000003,0.33,0.27,0.2,0.16999999999999998,0.15000000000000002,0.14,0.09000000000000001,0.05,0.02,0.0,0.0,0.0,0.0
130,2023-07-062023-07-072023-07-10,0.38,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.03,0.0,0.0,0.28,0.4,0.42000000000000004,0.33,0.27,0.19,0.16,0.14,0.12,0.07,0.04,0.01,0.0,0.0,0.0,0.0
131,2023-07-072023-07-102023-07-11,0.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.06,0.05,0.0,0.0,0.29000000000000004,0.41000000000000003,0.43000000000000005,0.33,0.27,0.19,0.15000000000000002,0.13,0.11000000000000001,0.06,0.03,0.0,0.0,0.0,0.0,0.0
132,2023-07-102023-07-112023-07-12,0.36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.06,0.06,0.0,0.0,0.29000000000000004,0.42000000000000004,0.44000000000000006,0.33,0.27,0.19,0.15000000000000002,0.12,0.1,0.06,0.03,0.0,0.0,0.0,0.0,0.0
133,2023-07-112023-07-122023-07-13,0.32,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.01,0.31,0.45000000000000007,0.45000000000000007,0.33999999999999997,0.26,0.19,0.14,0.11,0.1,0.05,0.03,0.0,0.0,0.0,0.0,0.0
134,2023-07-122023-07-132023-07-14,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.03,0.33,0.48,0.47,0.33999999999999997,0.26,0.18,0.13,0.11000000000000001,0.09,0.05,0.03,0.0,0.0,0.0,0.0,0.0
135,2023-07-132023-07-142023-07-17,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.05,0.33999999999999997,0.48,0.48,0.33999999999999997,0.26,0.18,0.13,0.11000000000000001,0.09,0.05,0.03,0.0,0.0,0.0,0.0,0.0
136,2023-07-142023-07-172023-07-18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.09,0.35,0.47,0.47,0.33,0.26,0.19,0.14,0.11,0.09,0.05,0.03,0.0,0.0,0.0,0.0,0.0
137,2023-07-172023-07-182023-07-19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.11000000000000001,0.37,0.48,0.47,0.33,0.25,0.19,0.14,0.1,0.09,0.04,0.02,0.0,0.0,0.0,0.0,0.0
138,2023-07-182023-07-192023-07-20,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.12,0.38,0.48,0.45999999999999996,0.33,0.25,0.2,0.14,0.1,0.1,0.04,0.02,0.0,0.0,0.0,0.0,0.0
139,2023-07-192023-07-202023-07-21,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.11000000000000001,0.37,0.48,0.45999999999999996,0.33,0.26,0.19,0.14,0.11000000000000001,0.1,0.05,0.02,0.0,0.0,0.0,0.0,0.0
140,2023-07-202023-07-212023-07-24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.13,0.38,0.47,0.44999999999999996,0.33,0.26,0.19,0.14,0.11,0.09000000000000001,0.05,0.02,0.0,0.0,0.0,0.0,0.0
141,2023-07-212023-07-242023-07-25,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06,0.0,0.15000000000000002,0.39,0.48,0.44999999999999996,0.33,0.25,0.18,0.14,0.11000000000000001,0.08,0.04,0.02,0.0,0.0,0.0,0.0,0.0
142,2023-07-242023-07-252023-07-26,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.06,0.0,0.15,0.39,0.47,0.44999999999999996,0.33,0.24,0.18,0.15,0.11000000000000001,0.09,0.04,0.02,0.0,0.0,0.0,0.0,0.0
143,2023-07-252023-07-262023-07-27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.06,0.0,0.14,0.37,0.45999999999999996,0.44999999999999996,0.33,0.24,0.18,0.16,0.12,0.1,0.05,0.03,0.0,0.0,0.0,0.0,0.0
144,2023-07-262023-07-272023-07-28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.06,0.0,0.15,0.37,0.45999999999999996,0.44999999999999996,0.33,0.23,0.16999999999999998,0.16,0.12,0.1,0.06,0.03,0.0,0.0,0.0,0.0,0.0
145,2023-07-272023-07-282023-07-31,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06,0.07,0.07,0.0,0.16999999999999998,0.39,0.47,0.44999999999999996,0.33,0.23000000000000004,0.16,0.14,0.11,0.08,0.05,0.02,0.0,0.0,0.0,0.0,0.0
146,2023-07-282023-07-312023-08-01,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.07,0.08,0.0,0.18,0.41000000000000003,0.48,0.45999999999999996,0.33,0.23000000000000004,0.15000000000000002,0.12,0.1,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.0
147,2023-07-312023-08-012023-08-02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.09,0.0,0.19,0.43000000000000005,0.5,0.47,0.33,0.23,0.14,0.1,0.09,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
148,2023-08-012023-08-022023-08-03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.06,0.07,0.09,0.0,0.21000000000000002,0.44000000000000006,0.52,0.48,0.33,0.22000000000000003,0.13,0.08,0.08,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
149,2023-08-022023-08-032023-08-04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.06,0.07,0.09,0.0,0.22000000000000003,0.44999999999999996,0.54,0.48,0.33,0.22000000000000003,0.12,0.08,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2023-08-032023-08-042023-08-07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.06,0.07,0.08,0.0,0.21000000000000002,0.44999999999999996,0.54,0.48,0.33,0.23000000000000004,0.12,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2023-08-042023-08-072023-08-08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.06,0.07,0.0,0.21000000000000002,0.44999999999999996,0.54,0.48,0.33,0.23,0.12,0.09,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2023-08-072023-08-082023-08-09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.06,0.06,0.06,0.0,0.21000000000000002,0.44999999999999996,0.54,0.48,0.33,0.22000000000000003,0.13,0.09,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
153,2023-08-082023-08-092023-08-10,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.06,0.06,0.0,0.22000000000000003,0.44999999999999996,0.54,0.48,0.33,0.21000000000000002,0.13,0.1,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
154,2023-08-092023-08-102023-08-11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.06,0.07,0.0,0.19,0.43,0.53,0.48,0.33,0.22000000000000003,0.14,0.11000000000000001,0.07,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
155,2023-08-102023-08-112023-08-14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.06,0.08,0.0,0.17,0.4,0.52,0.48,0.33,0.23000000000000004,0.14,0.12,0.08,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
156,2023-08-112023-08-142023-08-15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.09,0.0,0.14,0.37,0.5,0.48,0.33999999999999997,0.24,0.16,0.12,0.08,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
157,2023-08-142023-08-152023-08-16,0.16999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.07,0.09,0.0,0.14,0.37,0.5,0.48,0.33999999999999997,0.24,0.16,0.12,0.09,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
158,2023-08-152023-08-162023-08-17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.07,0.09,0.0,0.14,0.38,0.5,0.48,0.33999999999999997,0.24,0.16,0.12,0.09,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
159,2023-08-162023-08-172023-08-18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.07,0.08,0.0,0.16,0.4,0.52,0.48,0.33,0.23,0.15000000000000002,0.11,0.09,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0
160,2023-08-172023-08-182023-08-21,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.06,0.08,0.0,0.16,0.4,0.52,0.48,0.33,0.23000000000000004,0.15000000000000002,0.11000000000000001,0.09,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0
161,2023-08-182023-08-212023-08-22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.06,0.07,0.0,0.16,0.4,0.52,0.48,0.33,0.23000000000000004,0.16,0.11000000000000001,0.1,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0
162,2023-08-212023-08-222023-08-23,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.06,0.07,0.0,0.17,0.41000000000000003,0.52,0.49,0.33999999999999997,0.24,0.16,0.11,0.1,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
163,2023-08-222023-08-232023-08-24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.04,0.05,0.06,0.0,0.19,0.42000000000000004,0.53,0.5,0.35,0.24,0.16,0.11000000000000001,0.1,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
164,2023-08-232023-08-242023-08-25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.05,0.06,0.0,0.19,0.42000000000000004,0.53,0.51,0.36,0.24,0.16,0.11000000000000001,0.09,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0
165,2023-08-242023-08-252023-08-28,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.05,0.06,0.0,0.17,0.4,0.52,0.51,0.36,0.24,0.16999999999999998,0.12,0.09,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0
166,2023-08-252023-08-282023-08-29,0.16999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.05,0.06,0.0,0.15000000000000002,0.39,0.51,0.5,0.36,0.25,0.18,0.13,0.1,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
167,2023-08-282023-08-292023-08-30,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.04,0.05,0.0,0.16,0.39,0.51,0.49,0.36,0.26,0.18,0.14,0.1,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
168,2023-08-292023-08-302023-08-31,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.03,0.05,0.0,0.18,0.41000000000000003,0.52,0.48,0.35,0.26,0.18,0.14,0.1,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0
169,2023-08-302023-08-312023-09-01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.04,0.04,0.04,0.0,0.2,0.42000000000000004,0.53,0.48,0.33999999999999997,0.24,0.16999999999999998,0.13,0.09,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
170,2023-08-312023-09-012023-09-04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.04,0.04,0.05,0.0,0.2,0.43000000000000005,0.54,0.48,0.33,0.23000000000000004,0.16,0.12,0.09,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
