,FEIcm1,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18
1,-4.991514425467525e-05,-9.981036031525559e-05,-0.0001497005988023714,-0.0001996107590198637,-0.00019965061142990237,-0.0002496504893150231,-0.00029971527049299507,-0.0003498600559777021,-0.00040010002500612263,-0.0004004204414634893,-0.00040076144674883185,-0.00045124091250925424,-0.0004516258530711248,-0.0005022097227802558,-0.0005528749497386576,-0.0005533477539111376,-0.0006041079339507149,-0.000654944833492821
2,0.0,4.991016170885487e-05,4.990767080892411e-05,4.991265285769764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.020332345995193e-05,-5.0246206411475036e-05,-5.0289162685346334e-05,-0.00010066438494060748,-0.00010074551682459632,-0.0001008267795926665
3,4.9917635900786905e-05,0.0,-4.9905180157683304e-05,-4.9910161708965894e-05,-4.992261993908009e-05,-4.994256604895497e-05,-9.993504222249872e-05,-9.999500024993058e-05,-0.00010006504227755286,-0.00010014521055534686,-0.00010023053021945838,-0.00010032102728740888,-0.0001004116879205208,-0.00015074619365862407,-0.00015087507543753986,-0.0001510117789187415,-0.00015113350125950387,-0.00010083694665730114
4,-4.991514425467525e-05,-4.990767080892411e-05,0.0,0.0,0.0,4.994506043343172e-05,0.00014991754534987578,0.00020001000049996165,0.0002501876407305925,0.0003004657218688145,0.00035084202085000626,0.00040132437042239566,0.000451897971480264,0.0005025630716655183,0.0005532920879229852,0.000604138347681582,0.0006550108328713389,0.0006555062525210875
5,-4.991763590089793e-05,-4.9910161708965894e-05,-4.990767080892411e-05,-4.991265285747559e-05,-4.992511233159469e-05,-9.988513209802097e-05,-0.00019986009793138138,-0.00024996250562425715,-0.00035017508754375815,-0.0004005006257823407,-0.0005010271055664317,-0.0006017450606758956,-0.0006524466750313929,-0.0007032348804500987,-0.0008043434546550765,-0.0008553459119495788,-0.0009063444108761143,-0.0009574200050390669
6,-4.99201277954775e-05,0.0,0.0,0.0,0.0,0.0,9.995002498763839e-05,0.00010001000100023916,0.00015012760846722095,0.00015024790904982765,0.00020051130382481297,0.00020070245860503988,0.0002008838891121023,0.00020106564793409554,0.0002515596699537159,0.0002517876926175777,0.00020159258139318403,0.00020175527085664058
7,0.0,0.0,0.0,0.0,4.9927604972799244e-05,9.989511013430707e-05,9.994003597824097e-05,0.0001500000000000945,0.0002001400980686796,0.0002503755633451732,0.00025058888387707867,0.00030099327781685226,0.000301265314320176,0.00035179415016606264,0.00035209496504196025,0.00040275889845453605,0.0004534918875340743,0.0004538577912251984
8,0.0,9.982530571495118e-05,0.00014973048512656462,0.00019966057701892304,0.00019970044932593467,0.00024971283024521895,0.0002997901468972941,0.0003499475078738712,0.00040020010005004103,0.0004005006257823407,0.0004509469886762041,0.00045135406218665963,0.0005019576347755628,0.0005023863350916979,0.0005530973451328691,0.0005535705299180016,0.0005540166204984764,0.000604869197036173
9,9.984523987816019e-05,4.990767080892411e-05,4.990268975513246e-05,4.9905180157683304e-05,9.983028850957254e-05,9.986019572605365e-05,9.990009990024085e-05,0.00014992503748123553,0.0001500150015001367,0.00015012760846722095,0.00015024790904982765,0.00015038347786866524,0.0001505117399156486,0.00020085362791855133,0.00015076134479130587,0.00015089025248959942,0.0001510117789187415,0.00010075059190972624
10,0.0,-4.9905180157683304e-05,-4.99001996009385e-05,-4.990268975491041e-05,-4.9910161708965894e-05,-4.992511233159469e-05,-9.989012086708549e-05,-0.00014990256333380358,-0.00019999000049997218,-0.00020014009806879063,-0.00025037556334495115,-0.00025060144346433777,-0.0003009781790820343,-0.00040162658768005954,-0.0004019696512913562,-0.0004526024641690052,-0.000503296592682001,-0.0005037022112527323
11,-4.991763590089793e-05,-4.990767080892411e-05,-9.980537950982082e-05,-0.00014971554047316094,-0.00019965061142990237,-0.00019971041989108596,-0.00019980019980014863,-0.0002498750624686519,-0.00025003750562591076,-0.00030027024321888085,-0.0003506135737539884,-0.00045119566852158677,-0.0005017813236991575,-0.0005524584400583565,-0.000653463355785644,-0.0007043670758702936,-0.0007049700387734559,-0.0007559340825480376
12,4.992012779569954e-05,0.0,0.0,4.991265285769764e-05,4.992261993908009e-05,4.993757802740362e-05,9.992006394887731e-05,0.00014996250937260314,0.00015006002400963503,0.00015018021625956557,0.00020042088385596735,0.0002507774099709259,0.0003012199407601557,0.000301507537688428,0.0003017956843216485,0.00030208438223744416,0.0002519526329050059,0.0002017349203147223
13,-4.991763590089793e-05,0.0,4.990767080892411e-05,9.982032341770974e-05,0.00019968051118213204,0.000249675421951423,0.0003496852832449715,0.0003998400639744215,0.0005001250312579586,0.0006006306621952895,0.0006512373509668379,0.0007020007020006602,0.0007528230865747609,0.0008037777554505965,0.0009051138934983438,0.000956311656935771,0.001007556675062915,0.0010588947156111583
14,0.0,-4.9910161708965894e-05,0.0,4.9905180157683304e-05,4.991016170885487e-05,9.984523987816019e-05,9.987515605502928e-05,0.00014988009592320495,0.00014996250937260314,0.0002000900405181305,0.0002503128911139907,0.0003006463897379241,0.00030090270812443976,0.00035137034434296055,0.00040190906807335836,0.0004525569467490609,0.0005032712632109249,0.0005540724323778168
15,-4.99201277954775e-05,-4.991265285747559e-05,-9.981036031525559e-05,-0.00014970806926484226,-0.00014972301242699437,-0.00019967054360314762,-0.000249662955010832,-0.00024976272541088473,-0.0002499000399840412,-0.0002500625156288683,-0.00025025025025027237,-0.00025046335721079505,-0.00025067682743418196,-0.00025089066184946773,-0.00025109225129305024,-0.0002513067953358039,-0.0003018108651912099,-0.00030205396697524645
16,-4.992261993908009e-05,-4.991514425467525e-05,-4.9910161708965894e-05,-9.982032341793179e-05,-0.0001497454327643588,-0.00014978281491839773,-9.989012086708549e-05,-0.000149895073448425,-0.0001999700044993391,-0.00020010005002502051,-0.0002503128911139907,-0.0002505261048201257,-0.00020059174564968085,-0.00020076289901638233,-0.00020092425155726623,-0.00020109597305306703,-0.000150950991244847,-0.0001007150770471199
17,9.985022466296734e-05,9.983527180135177e-05,4.991265285769764e-05,4.991514425478627e-05,0.0,0.0,-4.99500499500094e-05,-4.997251511673628e-05,0.0,0.0,0.0,0.0,0.0,5.020080321305187e-05,0.0001004823151125045,0.0001508523155830943,0.00020129837451565713,0.0001510878323931486
18,-9.9840255590955e-05,-9.982530571495118e-05,-9.982032341793179e-05,-4.991265285747559e-05,0.0,0.0,0.0,4.997501249381919e-05,0.0,-5.0035024517280924e-05,0.0,-5.0117776775326917e-05,-0.00010031599538551372,-0.00015059484965618264,-0.00020094443886264912,-0.00020110608345902392,-0.00020125786163516235,-0.0002014200110780351
19,-0.00019970044932615671,-0.0002495881795038235,-0.00024957572127393135,-0.0002994908655286066,-0.0002995357196345916,-0.00034954559073197,-0.00039962036065732676,-0.00044975263605018245,-0.00045002250112502473,-0.0005504128096071037,-0.0006009013520279494,-0.0006515637530073448,-0.000702282417857969,-0.0007530876594036284,-0.0008541855089941874,-0.0009554460424420208,-0.0011071410598358922,-0.0012087635356333726
20,-4.993508439021799e-05,-9.986019572605365e-05,-0.00014978281491839773,-0.00014979029358896945,-9.987515605502928e-05,-4.9952545082110333e-05,9.994503023325052e-05,0.00014998500149987493,0.00025012506253108135,0.00040052067687978976,0.0004509469886762041,0.0005516826320277612,0.0006023793986245085,0.0006531678641410466,0.0007040482775961809,0.0007550208889113286,0.0008060859489142924,0.0008572437093439245
21,0.0011985018726592411,0.001398182362928102,0.001547987616099089,0.0015980024968789142,0.0015981621135694457,0.0016984713757617342,0.0016489281966722835,0.0016495876030990786,0.0016004001000251566,0.0015513962566309214,0.0015024790904993868,0.0014536340852129293,0.0014047057643105099,0.0014059048001606733,0.0014071058847178186,0.00145860577406709,0.0015101938082053845,0.0015618702136235285
22,0.0,0.0,-4.9857904970807e-05,-4.9857904970807e-05,-4.986287708808046e-05,-0.00014961101137045407,-0.00014965579167913745,-0.00019962072063073322,-0.00019973036400866562,-0.00014990256333380358,-0.00015002250337547984,-0.00015015766554882237,-0.00010019538099304004,-0.00010028078620138992,-5.01831685653098e-05,-5.0223494550860615e-05,-5.0263885398305064e-05,-5.030434126462868e-05
23,-0.00014963339817453125,-0.0001994614540740125,-0.0001994415636218383,-0.0001994415636218383,-0.00024932681759237685,-0.00024938899695747807,-0.0002993563837748736,-0.0002994908655286066,-0.00029965539629428495,-0.0002998500749625821,-0.0003000900270081486,-0.0003003604325190201,-0.0003507189738964911,-0.0003510179520609391,-0.0004014854963363401,-0.00045203415369166056,-0.00045239770785165945,-0.0005030687191870387
24,9.977052778609163e-05,4.9875311720626314e-05,4.987033712344768e-05,4.987033712344768e-05,4.987779939136239e-05,9.97804829376836e-05,0.00014972301242699437,0.00019972039145188525,0.00019983014437729985,0.00019996000799848979,0.00025015009005402433,0.0003004506760140302,0.00035084202085000626,0.00030097817908192326,0.00025102921980102444,0.00020099492487823944,0.00015086748805637207,0.00015099657741091121
25,-9.976057462079968e-05,-9.974564859593915e-05,-9.973570039401025e-05,-9.973570039401025e-05,-4.9875311720626314e-05,-9.977052778609163e-05,-0.0001497005988023714,-0.00014976038338654352,-0.00014984266520157163,-0.0001499400239903803,-0.000150052518381405,-0.00015018021625956557,-0.00015030813166994061,-0.00015044380923723288,-0.00010038648797860983,-0.00010047726701833959,-5.0281576830180086e-05,0.0
26,0.0,0.0,0.0,0.0,-4.987779939158443e-05,-4.989024146873078e-05,-4.990767080892411e-05,-4.9927604972799244e-05,-4.995504046367838e-05,-4.9987503124349075e-05,-0.00010005002501256577,-0.00010013518249629705,-0.00010022048506719283,-0.00010031096398832595,-0.00010039656643745509,-5.024368185690964e-05,-5.028410519425375e-05,-5.0324593628969794e-05
27,-0.00034919684725143174,-0.0002992667963489515,-0.00019949129719210035,-0.00014961847289407526,-9.976057462079968e-05,-4.989273062927513e-05,-4.9910161708965894e-05,-9.986019572605365e-05,-9.99150721885389e-05,-9.998000399913387e-05,-0.0001000600360214765,-0.00010014521055534686,-0.00015034579532924308,-0.0001504815409310023,-0.00015060997038007784,-0.00020098482564578912,-0.00020114653525105108,-0.0002516356316053514
28,0.00014970806926495328,0.00019957092251665642,0.0001995311019105106,0.0001995211492418214,0.00019954105557218327,0.00014968566011375195,0.00014973795857242678,0.00014980525317098703,0.00014988758431178084,9.999000099991662e-05,5.00350245171699e-05,0.0,0.0,-5.016806301116894e-05,-0.00010042177144009568,-0.0001507689214996777,-0.0002011870033195029,-0.000201359174427318
29,-4.98952200378433e-05,-4.988277547757214e-05,-9.974564859593915e-05,-9.974067424700639e-05,-9.975062344147467e-05,-9.97755051134197e-05,-9.981036031525559e-05,-9.985520994548747e-05,-9.991008092724574e-05,-9.998000399913387e-05,0.0,5.0077620311395066e-05,0.00010024560172428032,0.00020068231988767948,0.00025107964246262604,0.00035184719778857954,0.00040245497534963093,0.00040279945622057056
